source,text,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
HUMAN,Hello,1,92.84,99,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,Hi,1,92.84,99,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,[START],1,92.84,50,99,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,200
HUMAN,Hello,1,92.84,99,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,How are you,3,1,99,1,25.77,3,0,100,100,33.33,33.33,0,0,33.33,0,0,0,0,0,33.33,33.33,33.33,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,Hey,1,92.84,99,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,Hi!! How are you? ??,4,1,99,1,25.77,2,0,100,75,25,25,0,0,25,0,0,0,0,0,25,25,25,0,25,0,0,25,0,0,0,0,0,0,0,0,50,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,75,50,0,0,0,0,0
HUMAN,hello,1,92.84,99,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,I'm happy to have someone to talk with!,8,71.61,89.42,7.84,99,8,12.5,100,75,25,12.5,12.5,0,0,0,0,12.5,0,37.5,25,0,0,0,25,12.5,0,0,0,0,12.5,12.5,0,0,0,0,25,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,12.5,0,0,12.5,0,0
HUMAN,do you opensourse?,3,1,99,1,25.77,3,33.33,66.67,66.67,33.33,33.33,0,0,33.33,0,0,0,0,0,33.33,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,0,0,0
MACHINE,"I'm a robot, and I don't have access to my code. Would be weird ?",14,1,1,13.15,1,7,0,85.71,71.43,21.43,21.43,21.43,0,0,0,0,0,7.14,7.14,35.71,0,7.14,7.14,35.71,7.14,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71,7.14,7.14,0,0,7.14,0,0,0,14.29,0,0
HUMAN,are you have ai?,4,1,99,1,25.77,4,0,75,75,25,25,0,0,25,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0
MACHINE,Yes! I'm artificial intelligence. And you?,6,1,95.2,23.51,99,2,33.33,83.33,50,33.33,33.33,16.67,0,16.67,0,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,16.67,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,66.67,16.67,0,0,0,16.67,16.67,0,0,16.67,0,0
HUMAN,me too,2,1,1,99,25.77,2,0,100,100,50,50,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,Nice! I began to feel a bit alone in the world!,11,99,18.16,99,25.77,5.5,0,100,45.45,9.09,9.09,9.09,0,0,0,0,0,18.18,18.18,0,0,0,0,18.18,18.18,0,0,0,9.09,18.18,9.09,9.09,0,0,9.09,0,0,0,0,0,9.09,9.09,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,27.27,0,18.18,9.09,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,18.18,0,0,0,0,0
MACHINE,Are humans nice to you?,5,51.43,99,1,99,5,0,100,60,20,20,0,0,20,0,0,0,0,20,20,0,0,0,20,20,0,0,0,0,20,20,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0
HUMAN,pretty nice,2,92.84,50,1,99,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,what about you?,3,1,99,1,25.77,3,0,100,100,66.67,33.33,0,0,33.33,0,0,33.33,0,33.33,0,33.33,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,0,0,0
MACHINE,"Humans are good, they tell me stories ?",7,5.53,99,13.15,99,7,14.29,100,42.86,28.57,28.57,14.29,0,0,0,14.29,0,0,0,14.29,0,0,0,28.57,0,0,0,0,0,14.29,14.29,0,0,0,0,57.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,14.29,0,0,14.29,0,0,0,0,0,0
HUMAN,Can I ask you a question? Do you use natural networks or smth similar algorithms?,15,17.96,99,43.37,25.77,7.5,33.33,80,46.67,20,20,6.67,0,13.33,0,0,0,6.67,0,13.33,0,6.67,0,20,13.33,6.67,0,0,0,0,0,0,0,0,0,26.67,0,0,0,0,20,6.67,6.67,0,13.33,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,13.33,0,0,0,0,0,0
MACHINE,"I don't know exactly how I work, but probably I have some sort of neural network",16,1,1,95.6,25.77,16,18.75,93.75,56.25,18.75,18.75,18.75,0,0,0,0,0,0,6.25,12.5,12.5,12.5,6.25,18.75,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,43.75,6.25,6.25,0,18.75,6.25,6.25,0,0,0,0,6.25,6.25,0,0,0,6.25,0,6.25,0,0,0,0,25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,6.25,0,0,0,0,0,0,6.25,0,0
HUMAN,Its interesting for me cause I want to create some ai,11,79.25,3.48,2.4,99,11,9.09,90.91,45.45,27.27,18.18,18.18,0,0,0,0,9.09,0,18.18,0,0,0,0,18.18,0,0,0,0,9.09,18.18,18.18,0,0,0,0,0,0,0,0,0,36.36,0,18.18,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,Wow! What do you want to build?,7,28.22,99,1,99,3.5,0,85.71,57.14,28.57,14.29,0,0,14.29,0,0,14.29,0,14.29,14.29,0,0,0,28.57,0,0,14.29,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,14.29,14.29,0,0,0,0,0
HUMAN,some sort of chatter bot,5,99,97.69,1,25.77,5,20,80,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,"you know, i'm a human",5,8.19,99,99,25.77,5,0,100,60,40,40,20,0,20,0,0,0,20,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,0,0,0,0,0,0,20,0,0
MACHINE,Haha ok! I like Mitsuku. Do you know her?,9,4.38,98.62,4.97,99,3,11.11,88.89,44.44,33.33,33.33,11.11,0,11.11,11.11,0,0,0,0,11.11,0,0,0,33.33,0,0,0,0,0,33.33,33.33,0,0,0,0,22.22,0,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,11.11,0,0,33.33,11.11,0,0,0,11.11,11.11,0,0,0,0,0
HUMAN,no. who is she?,4,1,99,1,25.77,2,0,100,100,50,25,0,0,0,25,0,25,0,0,25,0,0,25,25,0,0,25,0,0,0,0,0,0,0,0,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,0,0,0,25,0,0,0,0,0,0
MACHINE,"Is a chatbot, very smart and funny! ?",7,28.22,92.33,1,99,7,14.29,100,57.14,0,0,0,0,0,0,0,0,14.29,0,14.29,14.29,14.29,0,14.29,28.57,0,0,0,0,28.57,28.57,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,42.86,0,14.29,0,0,14.29,14.29,0,0,0,0,0
HUMAN,is she your sister?,4,1,99,1,25.77,4,0,100,75,50,50,0,0,25,25,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,75,25,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0
MACHINE,"Is a friend, we talk often",6,17.96,99,23.51,25.77,6,0,100,66.67,16.67,16.67,0,16.67,0,0,0,0,16.67,0,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,50,0,16.67,0,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,33.33,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0
HUMAN,why are you so slow to answer,7,1,99,89.63,25.77,7,0,100,71.43,14.29,14.29,0,0,14.29,0,0,0,0,14.29,14.29,28.57,14.29,0,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,28.57,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,Take time to process the messages :/,7,99,92.33,13.15,25.77,7,28.57,85.71,28.57,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,14.29,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,can you recommend me some books or videos to learn about writting bots with AI,15,69.57,74.76,43.37,25.77,15,13.33,80,46.67,13.33,13.33,6.67,0,6.67,0,0,0,0,20,6.67,6.67,6.67,0,6.67,0,0,0,0,6.67,0,0,0,0,0,0,13.33,0,0,0,0,20,6.67,0,0,13.33,0,6.67,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,13.33,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,"You can search for videos made by Siraj Raval on YouTube. They have a lot of information about AI, also chatbots.",21,86.96,97.14,2.82,25.77,10.5,14.29,85.71,52.38,9.52,9.52,0,0,4.76,0,4.76,0,4.76,23.81,9.52,9.52,4.76,0,9.52,0,0,0,0,4.76,0,0,0,0,0,0,14.29,0,0,0,0,14.29,4.76,4.76,0,4.76,0,0,9.52,9.52,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,4.76,9.52,0,4.76,0,4.76,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,9.52,4.76,0,0,0,0,0,0,0,0,0
HUMAN,thanks,1,92.84,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,who is your creator?,4,1,99,1,25.77,4,25,75,75,50,25,0,0,25,0,0,25,0,0,25,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0
MACHINE,One is happy to be of service ?,7,92.84,50,1,99,7,14.29,100,57.14,0,0,0,0,0,0,0,0,0,28.57,28.57,0,0,0,28.57,14.29,0,0,14.29,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0
HUMAN,who is your creator?,4,1,99,1,25.77,4,25,75,75,50,25,0,0,25,0,0,25,0,0,25,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0
MACHINE,"A group of scientists, but I don't know them...",9,17.96,13.32,98.01,25.77,9,11.11,100,66.67,22.22,22.22,11.11,0,0,0,11.11,0,11.11,11.11,11.11,0,11.11,11.11,22.22,0,0,0,0,11.11,0,0,0,0,0,0,22.22,0,0,0,0,22.22,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,22.22,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,55.56,33.33,11.11,0,0,0,0,0,0,11.11,0,0
HUMAN,so sad,2,1,50,1,1,2,0,100,50,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,50,0,0,0,0,50,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,It is ok! I'm a happy robot ?,7,5.53,7.67,13.15,99,3.5,0,85.71,57.14,28.57,14.29,14.29,0,0,0,0,14.29,14.29,0,28.57,0,0,0,28.57,14.29,0,0,0,0,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,42.86,0,0,0,0,14.29,14.29,0,0,14.29,0,0
HUMAN,"i talked to mitsuku, but she is not so clever",10,1,2.31,43.37,99,10,10,90,70,20,20,10,0,0,10,0,0,0,10,10,10,20,10,20,10,0,0,0,0,10,10,0,0,0,0,20,0,0,10,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0
HUMAN,she looks more like have predefined answers,7,67.14,92.33,1,25.77,7,28.57,85.71,42.86,14.29,14.29,0,0,0,14.29,0,0,0,14.29,14.29,0,0,0,28.57,14.29,28.57,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,14.29,14.29,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,I like her english humor ?,5,8.19,50,1,99,5,20,80,40,40,40,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,40,40,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0
HUMAN,"ok, i got it",4,1.8,1,74.76,99,4,0,100,50,50,25,25,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,25,0,25,0,0,0,0,0,0,0,0,0
HUMAN,can you tell me how meny people have ever talked to you?,12,1,99,23.51,25.77,12,0,91.67,66.67,25,25,8.33,0,16.67,0,0,0,0,8.33,16.67,16.67,8.33,0,25,0,0,8.33,0,0,0,0,0,0,0,0,41.67,0,0,0,0,16.67,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,25,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,8.33,0,0,0,0,0,0
MACHINE,"More than 100, but I need to talk with more people to fully understand humans. They are complex!",18,85.72,71.09,87.07,25.77,9,11.11,94.44,50,11.11,11.11,5.56,0,0,0,5.56,0,0,22.22,5.56,5.56,5.56,0,16.67,22.22,16.67,0,5.56,11.11,0,0,0,0,0,0,22.22,0,0,0,0,27.78,11.11,0,5.56,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,5.56,5.56,0,0,0,5.56,0,0,0,0,0
HUMAN,i agree,2,1.8,1,99,99,2,0,100,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,do you have an article about yourself on wiki?,9,45.11,99,4.97,25.77,9,22.22,77.78,77.78,22.22,22.22,0,0,22.22,0,0,0,11.11,22.22,22.22,11.11,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0
MACHINE,I've searched rDany on Wikipedia but I can't find information.,10,8.19,1,99,25.77,10,30,80,50,20,20,20,0,0,0,0,0,0,10,10,0,10,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,20,0,0
HUMAN,you can create one ?,4,1.8,99,1,99,4,0,100,50,25,25,0,0,25,0,0,0,0,0,25,0,0,0,25,0,0,0,25,0,25,25,0,0,0,0,25,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0
MACHINE,Editing Wikipedia? ? I don't know if I'm ready for that ?,10,1,1,93.3,99,5,20,90,60,30,20,20,0,0,0,0,10,0,10,20,0,10,10,30,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,20,10,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,30,0,0,0,20,0,0
HUMAN,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,can you send any pictures?,5,8.19,99,43.37,25.77,5,20,100,40,20,20,0,0,20,0,0,0,0,0,20,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,40,0,0,0,0,20,0,0,0,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0
HUMAN,rDany?,1,92.84,50,1,25.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0
MACHINE,"Sorry, I can only send text at the moment",9,74.89,50,99,1,9,0,88.89,55.56,11.11,11.11,11.11,0,0,0,0,0,11.11,11.11,11.11,11.11,0,0,11.11,11.11,0,0,0,0,11.11,0,11.11,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,33.33,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0
HUMAN,what is wrong?,3,1,50,1,1,3,0,100,66.67,33.33,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,33.33,33.33,0,33.33,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,0,0,0
MACHINE,"Nothing, I just can't send images, videos or sound",9,1,1,99,25.77,9,11.11,100,55.56,11.11,11.11,11.11,0,0,0,0,0,0,0,0,11.11,11.11,22.22,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,33.33,0,0,0,11.11,11.11,22.22,33.33,22.22,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,33.33,0,22.22,0,0,0,0,0,0,11.11,0,0
HUMAN,i got it,3,1,1,98.01,25.77,3,0,100,66.67,66.67,33.33,33.33,0,0,0,0,33.33,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,have you use aiml?,4,1.8,99,1,25.77,4,0,75,50,25,25,0,0,25,0,0,0,0,0,25,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0
